company_number,company_name,company_status,incorporation_date,sic_codes,registered_office_address,active_directors_over_50,company_type,companies_house_turnover,hmrc_turnover,last_accounts_date,category,vat_number
7269819,DIAMOND LANDSCAPING (GUILDFORD) LIMITED,active,2010-06-01,82990,"6 Holmes Close, Woking, Surrey, GU22 9LU","PRESTON, Steven Charles (Age: 55); HAYWARD, Adrian James (Age: 62)",ltd,Not available,"£9,280,845.60",Not available,Cleaning,GB07269819
6970062,DIAMOND LANDSCAPING (WEYBRIDGE) LIMITED,active,2009-07-22,81300,"24 Suffolk Drive, Guildford, GU4 7FD, England","HAYWARD, Adrian James (Age: 62); LONG, Steven Keith (Age: 57); PRESTON, Steven Charles (Age: 55)",ltd,Not available,"£8,980,784.91",Not available,Cleaning,GB06970062
SC482863,DIGBY LANDSCAPING & MAINTENANCE LIMITED,active,2014-07-24,81300,"8 Wallace Road, Renfrew, PA4 8AX","MACDONALD, Donald (Age: 75)",ltd,Not available,"£6,864,431.88",Not available,Cleaning,GBSC482863
7433326,DINGLEY DELL GARDEN DESIGN AND LANDSCAPING LIMITED,active,2010-11-09,81300,"Dingley Dell Nursery Toddington Road, Westoning, Bedford, MK45 5AH","WHITE, Colin (Age: 69); PARRY, David Robert (Age: 61); WHITE, Colin (Age: 69)",ltd,Not available,"£707,956,050.68",Not available,Cleaning,GB07433326
15770934,DISCOVERY BUILDING AND LANDSCAPING LIMITED,active,2024-06-11,"41100, 41201, 41202, 43390","Strathmore 53 Bowleaze Coveway, Preston, Weymouth, Dorset, DT3 6PL, England","SPARROW, Simon Peter (Age: 55)",ltd,Not available,"£7,875,818.13",Not available,Cleaning,GB15770934
8985956,DISTINCT BUILDING AND LANDSCAPING LTD,active,2014-04-08,43290,"Hunter House, 150 Hutton Road, Shenfield, Essex, CM15 8NL","FIFIELD, Stephen (Age: 58)",ltd,Not available,"£8,273,084.18",Not available,Cleaning,GB08985956
4656429,DJ BURN LANDSCAPING LIMITED,active,2003-02-04,81300,"26 Moor Croft Drive, Longwell Green, Bristol, BS30 7DP, England","BURN, David (Age: 61)",ltd,Not available,"£98,306,016.78",Not available,Cleaning,GB04656429
4999502,DJL LANDSCAPING AND GROUNDS MAINTENANCE LTD,active,2003-12-18,96090,"C/O 1a John Street, Earsdon, Whitley Bay, Tyne & Wear, NE25 9LH","LITTLE, David James (Age: 50)",ltd,Not available,"£9,831,263.48",Not available,Cleaning,GB04999502
10037128,DK FENCING AND LANDSCAPING LIMITED,active,2016-03-02,43999,"2 Dairy Cottage Maidstone Road, Pembury, Tunbridge Wells, Kent, TN2 4AH","KAHAN, Barbara (Age: 93)",ltd,Not available,"£218,798,579.57",Not available,Cleaning,GB10037128
11821905,AAA WASTE LTD,active,2019-02-12,38110,"11 Dettingen Crescent, Deepcut, Camberley, GU16 6GN, England","MUTTON, Richard William (Age: 56)",ltd,Not available,"£8,808,361.68",Not available,Waste Management,GB11821905
10357204,A & C WASTE MANAGEMENT AND RECYCLING LTD,active,2016-09-02,96090,"148 Powke Lane, Rowley Regis, B65 0AD, England","PRIEST, Lee (Age: 56); BLACKWOOD, Anthony Joseph (Age: 62)",ltd,Not available,"£217,727,383.48",Not available,Waste Management,GB10357204
10644192,A AND J WASTE SERVICES LTD,active,2017-02-28,"38110, 38120, 38210, 38220","Unit G11, Frome Business Park, Manor Road, Frome, Somerset, BA11 4FN, England","KNIGHT, Stuart Gray (Age: 55); WATSON, James Oliver (Age: 52); STEWART, Andrew William (Age: 50)",ltd,Not available,"£7,173,186.92",Not available,Waste Management,GB10644192
12475736,A&M METALS & WASTE LIMITED,active,2020-02-21,39000,"Stonebrook Way, Blackburn Road Industrial Estate, Coventry, CV6 6LN, United Kingdom","HELM, Philip (Age: 55); TRANTER, Julian Ashley (Age: 57); WHITE, Ian Robert (Age: 55); WHITE, Paul Thomas (Age: 60)",ltd,Not available,"£735,581,330.56",Not available,Waste Management,GB12475736
15355887,AASVOGEL WASTE MANAGEMENT LIMITED,active,2023-12-16,"38110, 38120, 38210","Unit 8 Apex Court Woodlands, Bradley Stoke, Bristol, BS32 4JT, England","MARLAND, Alexander Paul Disney (Age: 53)",ltd,Not available,"£20,238,809.91",Not available,Waste Management,GB15355887
2874117,A A WASTE SERVICES LIMITED,active,1993-11-22,38120,"Broadland House Norwich Road, Lenwade, Norwich, NR9 5SG, England","NOLLOTH, Susan Elizabeth (Age: 58); PRYCE, Alec Laurence (Age: 72)",ltd,Not available,"£7,975,241.77",Not available,Waste Management,GB02874117
10026007,ABBEYFIELD WASTE LTD,active,2016-02-25,38110,"12 Market Walk, Saffron Walden, Essex, CB10 1JZ, England","HAWORTH, David Neil (Age: 61); WRIGHT, Claire Lesley (Age: 57); LITTLE, Gavin John (Age: 62)",ltd,Not available,"£48,161,659.98",Not available,Waste Management,GB10026007
15351451,ABBEY OIL WASTE LTD,active,2023-12-14,38110,"22 Dulverton Grove, Leeds, LS11 0LD, England","WOLDE, Habte (Age: 60)",ltd,Not available,"£118,125,660.61",Not available,Waste Management,GB15351451
8414220,ABBEY WASTE LIMITED,active,2013-02-21,99999,"Victory House, 245 Southtown Road, Great Yarmouth, Norfolk, NR31 0JJ","BONHAM, Paul Arthur Alexander (Age: 72)",ltd,Not available,"£30,649,468.68",Not available,Waste Management,GB08414220
4583514,ABBEY WASTE CONTROL LIMITED,active,2002-11-06,"38110, 38120","Victory House, 245 Southtown Road, Great Yarmouth, Norfolk, NR31 0JJ","BONHAM, Paul Arthur Alexander (Age: 72)",ltd,Not available,"£8,062,481.31",Not available,Waste Management,GB04583514
10254663,ABBY WASTE SERVICES LIMITED,active,2016-06-28,38110,"34 Widgeon Way, Watford, WD25 9UG, England","BERRY, Justin (Age: 51); KAHAN, Barbara (Age: 93)",ltd,Not available,"£193,965,968.33",Not available,Waste Management,GB10254663
12057707,ABC WASTE LTD,active,2019-06-18,"41100, 41201, 71129","40 Mercury Gardens, Romford, RM1 3HE, England","MORRISON, Robert (Age: 67); SAUNDERS, Tony (Age: 70); STANLEY, Darren Charles (Age: 53)",ltd,Not available,"£7,795,490.48",Not available,Waste Management,GB12057707
NI605020,ABC WASTE MANAGEMENT LTD.,active,2010-11-08,38210,"Unit 7 Brownstown Business Centre, Brownstown Road, Portadown, Craigavon, BT62 4EA","JAMESON, Bobby (Age: 73); JAMESON, Robert Joseph (Age: 73)",ltd,Not available,"£599,392,703.96",Not available,Waste Management,GBNI605020
10877656,ABF WASTE LTD,active,2017-07-21,96090,"Dept 9169 196 High Road, Wood Green, London, N22 8HH","KOZNIEWSKI, Christian Johannes (Age: 69)",ltd,Not available,"£17,136,385.51",Not available,Waste Management,GB10877656
4231439,ABLE WASTE MANAGEMENT LIMITED,active,2001-06-08,99999,"Wiltshire House County Park Business Centre, Shrivenham Road, Swindon, SN1 2NR, England","HILL, Michael Patrick (Age: 56); PARDOE, Alan George (Age: 74); GERAGHTY, Sean Michael (Age: 64); HALE, Stephen Michael (Age: 63); KNOWLES, Adrian Robert (Age: 59); WEBSTER, Michael Robert (Age: 66); WILLIAMS, Martin David (Age: 50)",ltd,Not available,"£35,785,005.30",Not available,Waste Management,GB04231439
13608901,ABODE AND BEYOND WASTE MANAGEMENT LTD,active,2021-09-08,38110,"The Old Post Office, 41-43 Market Place, Chippenham, Wiltshire, SN15 3HR, England","PARKINSON, Louise (Age: 51)",ltd,Not available,"£23,594,847.40",Not available,Waste Management,GB13608901
15283265,A.B REMOVALS & WASTE MANAGEMENT LIMITED,active,2023-11-14,38110,"21 Sherbourne Close, Barry, CF62 8AQ, Wales","BOWSHER, Williams John (Age: 75)",ltd,Not available,"£3,074,923.66",Not available,Waste Management,GB15283265
6702744,ABS METALS AND WASTE LIMITED,active,2008-09-19,38210,"A B S Metals And Waste Limited, Sussex Street, Sheffield, S4 7YY, England","BULLOCK-SMITH, Antony (Age: 63)",ltd,Not available,"£30,049,702.55",Not available,Waste Management,GB06702744
10577917,ABSS WASTE MANAGEMENT LIMITED,active,2017-01-23,"38110, 38210","Building 5 Twinwoods Business Park Thurleigh Road, Milton Ernest, Bedford, MK44 1FD, England","SMITH, Stephen Adam (Age: 52); BENSON, Andrew (Age: 52)",ltd,Not available,"£4,349,315.15",Not available,Waste Management,GB10577917
3429690,AB WASTE DISPOSAL LIMITED,active,1997-09-05,38320,"Aadkins House Raymond Way, Old Mill Lane Industrial Estate, Mansfield, Nottinghamshire, NG19 9BG","ADKINS, Geoffrey Allan (Age: 73); ADKINS, John Edward (Age: 67)",ltd,Not available,"£3,009,761.91",Not available,Waste Management,GB03429690
5045100,AB WASTE MANAGEMENT LIMITED,active,2004-02-16,38210,"Fotas Suite D Astor House, 282 Lichfield Road, Sutton Coldfield, B74 2UG, England","BAYLISS, Andrew Michael (Age: 58); ELLIS, Anthony Mark (Age: 57); BAYLISS, Andrew Michael (Age: 58); BAYLISS, Andrew Michael (Age: 58); BAYLISS, Andrew Michael (Age: 58); ELLIS, Anthony Mark (Age: 57); PENN, Charles Terence (Age: 67); THISTLETHWAITE, Kevin (Age: 59); THISTLETHWAITE, Kevin (Age: 59); THISTLEWAITE, Kevin (Age: 59)",ltd,Not available,"£107,169,551.67",Not available,Waste Management,GB05045100
9978621,AB WASTE SOLUTIONS LTD,active,2016-02-01,38110,"26 Beatrice Road, Bodmin, Cornwall, PL31 1RD, United Kingdom","BEANSE, Andrew Edward (Age: 64)",ltd,Not available,"£34,587,109.39",Not available,Waste Management,GB09978621
5387026,ACE LIFTAWAY WASTE MANAGEMENT LIMITED,active,2005-03-09,74990,"The Waste Centre, Yokesford Hill, Romsey, Hampshire, SO51 0PF","LIDDELL, Melanie Jane (Age: 61); LIDDELL, Philip John (Age: 62)",ltd,Not available,"£41,638,078.87",Not available,Waste Management,GB05387026
5133489,ACELIFTAWAY WASTE RECYCLING LIMITED,active,2004-05-20,74990,"The Waste Centre, Yokesford Hill Industrial Estate, Belbins Romsey, Hampshire, SO51 0PF","LIDDELL, Philip John (Age: 62)",ltd,Not available,"£55,430,232.91",Not available,Waste Management,GB05133489
4424868,ACORN WASTE MANAGEMENT LIMITED,active,2002-04-25,82990,"Coniston A-C, Upton Magna Business Park, Shrewsbury, Shropshire, SY4 4TT","DOWNES, Peter John (Age: 63); FERRINGTON, Bridget Elizabeth (Age: 63); CAIRNS, Karen Rebecca (Age: 57); CAIRNS, Paul (Age: 56)",ltd,Not available,"£138,766,525.14",Not available,Waste Management,GB04424868
7137052,ACORN WASTE SERVICES LIMITED,active,2010-01-26,82990,"Broad House, 1 The Broadway, Old Hatfield, Hertfordshire, AL9 5BG, United Kingdom","FERRINGTON, Bridget Elizabeth (Age: 63); DAVIES, Dunstana Adeshola (Age: 70)",ltd,Not available,"£13,670,588.39",Not available,Waste Management,GB07137052
10214513,ACTIVE DEMOLITION AND WASTE SERVICES LTD,active,2016-06-03,38110,"35 Lancastrian Way, Worksop, S81 0SN, United Kingdom","DICKENS, Derek John (Age: 56)",ltd,Not available,"£198,069,648.03",Not available,Waste Management,GB10214513
7051278,ACTIVE WASTE SOLUTIONS LIMITED,active,2009-10-21,99999,"19 Diamond Court, Opal Drive Fox Milne, Milton Keynes, Buckinghamshire, MK15 0DU","MALLORY, Anne Cecile Leigh (Age: 58)",ltd,Not available,"£18,467,332.83",Not available,Waste Management,GB07051278
2916087,ACUMEN WASTE SERVICES LIMITED,active,1994-04-06,"38110, 38120, 39000, 49410","Acumen House, Headlands Lane, Knottingley, West Yorkshire, WF11 0LA","FISHER, Wayne (Age: 58); MCCABE, Brian (Age: 52); ASHALL, Michael (Age: 58); FERGUS, David Thomas Edward (Age: 60); HENDERSON, Grahame (Age: 63); JOHNSON, Iain (Age: 63); KIRK, Leon (Age: 59); MORRIS, Jonathan Stephen (Age: 63); MURRAY, Damien (Age: 51); TANKARD, Mark Ainsleigh (Age: 65); THORNTON, Mark Robert (Age: 60); UNDERHILL, Kevan Brian (Age: 66); WRAY, Ian (Age: 68); WRIGHT, Alistair (Age: 55)",ltd,Not available,"£931,482,983.78",Not available,Waste Management,GB02916087
15140976,AC WASTE LTD,active,2023-09-15,38110,"29 Oswaldthorpe Avenue, Bradford, West Yorkshire, BD3 7HB, United Kingdom","GALLAGHER, Andrew (Age: 59)",ltd,Not available,"£27,366,377.84",Not available,Waste Management,GB15140976
4003853,ADAMS WASTE LIMITED,active,2000-05-30,99999,"17 Netley Road, Fareham, PO14 4PE, England","ADAMS, Timothy (Age: 58); JAVAN, Elisabeth Jane (Age: 72)",ltd,Not available,"£9,548,872.30",Not available,Waste Management,GB04003853
11036923,A D E WASTE MANAGEMENT SERVICES LIMITED,active,2017-10-30,39000,"2 Broadway, Atherton, Manchester, M46 9HW, England","BENSON, Alison (Age: 57)",ltd,Not available,"£230,712,188.34",Not available,Waste Management,GB11036923
7325017,ADI WASTE SYSTEMS LIMITED,active,2010-07-23,82990,"66 Melchett Road, Kings Norton Business Centre,, Kings Norton, Birmingham, West Midlands, B30 3HX","LUSTY, Alan (Age: 66); MCMILLAN, Joseph Patrick (Age: 55)",ltd,Not available,"£555,198,854.29",Not available,Waste Management,GB07325017
10645323,ADMIRAL WASTE RECYCLING AND MAINTENANCE LIMITED,active,2017-03-01,38110,"23a The Precinct, London Road, Waterlooville, Hampshire, PO7 7DT, England","DOLLERY, Steven Shaun (Age: 58)",ltd,Not available,"£39,312,518.72",Not available,Waste Management,GB10645323
7704570,ADS WASTE RECYCLING LIMITED,active,2011-07-14,38210,"63 Camsley Lane, Lymm, Cheshire, WA13 9BY","THOMSON, Neil (Age: 56)",ltd,Not available,"£931,407,072.97",Not available,Waste Management,GB07704570
7576995,ADVANCED WASTE SOLUTIONS LTD,active,2011-03-24,39000,"Kelsall House Stafford Court, Stafford Park 1, Telford, Shropshire, TF3 3BD, England","COX, Paul Anthony (Age: 56); SULLIVAN, John Terence (Age: 59); WAKELEY, Guy Richard (Age: 54); ANDREW, Michael (Age: 77); CAHILL, Bonita Louise (Age: 52)",ltd,Not available,"£11,298,982.48",Not available,Waste Management,GB07576995
4556898,ADVANCED WASTEWATER & DRAINAGE LIMITED,active,2002-10-08,37000,"C/O Wootton Taylor, 30 Foregate Street, Worcester, WR1 1DS, England","GODDARD, Ian Andrew (Age: 54); BREEZE, Cedric Christopher (Age: 85); COULL, Terry (Age: 73); PITT, Stephen Edward (Age: 67)",ltd,Not available,"£39,740,373.97",Not available,Waste Management,GB04556898
10773036,ADVANCED WASTEWATER TREATMENT LTD,active,2017-05-16,"36000, 37000","14 Byron Close, Powick, Worcester, WR2 4PU, United Kingdom","GODDARD, Ian Andrew (Age: 55)",ltd,Not available,"£39,390,363.03",Not available,Waste Management,GB10773036
12753993,ADVANTAGE WASTE AND RECYCLING LTD,active,2020-07-19,74990,"60 High Firs Crescent, Harpenden, AL5 1NA, England","HILL, Kevin Paul (Age: 60); ROGERS, Martin John (Age: 60)",ltd,Not available,"£5,322,819.41",Not available,Waste Management,GB12753993
7924528,ADVENT WASTE RECYCLING LIMITED,active,2012-01-26,38110,"Basement Floor, 8, Shepherds Bush Road, London, W6 7PJ, England","MEPSTEAD, Terry Paul (Age: 50)",ltd,Not available,"£413,573,761.04",Not available,Waste Management,GB07924528
5939350,AD WASTE MANAGEMENT AND TRAINING LTD,active,2006-09-19,74901,"27 Alden Crescent, Pontefract, West Yorkshire, WF8 4JW","DAVIES, Adrian (Age: 56); DAVIES, Joanna (Age: 55)",ltd,Not available,"£454,285,049.35",Not available,Waste Management,GB05939350
6725951,AD WASTE TRANSFER LIMITED,active,2008-10-16,38210,"Sterling House, 3 Wavell Drive, Rosehill Industrial Estate,, Carlisle, Cumbria, CA1 2SA, United Kingdom","BELL, Allan (Age: 75); BELL, David Allan (Age: 57); HARRISON, Irene Lesley (Age: 78)",ltd,Not available,"£24,156,044.82",Not available,Waste Management,GB06725951
8014528,ADWICK WASTE RECYCLING LIMITED,active,2012-04-02,39000,"14a Main Street, Cockermouth, Cumbria, CA13 9LQ","COLTMAN, James Sampson (Age: 53)",ltd,Not available,"£47,816,152.75",Not available,Waste Management,GB08014528
15451636,A.E.P WASTEWATER LTD,active,2024-01-30,96090,"15 Highreeds End, Sileby, Loughborough, LE12 7WN, England","LOCKREN, Andrew (Age: 56)",ltd,Not available,"£9,110,678.72",Not available,Waste Management,GB15451636
13764490,A4 WASTE DISPOSAL SERVICES LIMITED,active,2021-11-25,38110,"22 Havelock Street, London, N1 0GA, England","SAVIANO, Antonio (Age: 56)",ltd,Not available,"£4,796,731.82",Not available,Waste Management,GB13764490
15500235,AFRICA WASTE TO ENERGY LIMITED,active,2024-02-18,42220,"Unit 5 Lansdowne Workshops, Lansdowne Mews, London, SE7 8AZ, United Kingdom","KEANE, Michael David (Age: 64); MADUEKWE, Chuma (Age: 53); ONYEJELI, Vince Chinedu (Age: 53); KEANE, Alexander Phillip (Age: 52)",ltd,Not available,"£283,447,592.72",Not available,Waste Management,GB15500235
7469084,AGILE WASTE LIMITED,active,2010-12-14,62012,"Queens Court, Wilmslow Road, Alderley Edge, SK9 7QD, England","DARBYSHIRE, Tim (Age: 61); FERRY, Stephen Robert (Age: 55); ANCHORS, Kenneth (Age: 77); BOWEN, Timothy James Ewart (Age: 60); CAIRNS, Christopher Gordon (Age: 75); CLEMENTS, Sarah Harriet (Age: 56); DORE, Nigel Geoffrey (Age: 67); FRASER, Andrew George (Age: 67); KIERNAN, Richard Duncan (Age: 53)",ltd,Not available,"£2,198,530.79",Not available,Waste Management,GB07469084
11459910,AGR WASTE MANAGEMENT LIMITED,active,2018-07-11,38110,"Unit G, Hove Technology Centre, St. Josephs Close, Hove, BN3 7ES, England","FRY, Andrew Michael (Age: 55); FRY, Andrew Michael (Age: 55); FRY, Andrew Michael (Age: 55); RABSON, Adam Gavin (Age: 55)",ltd,Not available,"£475,589,124.95",Not available,Waste Management,GB11459910
1956774,AHERN HAZARDOUS WASTE SERVICES LIMITED,active,1985-11-11,82990,"106 Charter Avenue, Ilford, Essex, IG2 7AD, England","AHERN, Patrick Brian (Age: 77); SCOTT, Lilian Beatrice (Age: 76)",ltd,Not available,"£119,101,908.65",Not available,Waste Management,GB01956774
4189141,AHERN WASTE MANAGEMENT SERVICES LIMITED,active,2001-03-28,"74990, 82990","106 Charter Avenue, Ilford, Essex, IG2 7AD, England","AHERN, Patrick Brian (Age: 77); SCOTT, Lilian Beatrice (Age: 76)",ltd,Not available,"£150,930,418.45",Not available,Waste Management,GB04189141
10775574,AIRLOAD WASTE MANAGEMENT LTD,active,2017-05-17,"38110, 38120, 39000, 81229","Airload Buildings, Orgreave Lane, Sheffield, S13 9NG, United Kingdom","FOREMAN, Mark Anthony (Age: 57)",ltd,Not available,"£44,364,479.27",Not available,Waste Management,GB10775574
15125072,AJ&SONS WASTE REMOVEL SERVICE LTD,active,2023-09-08,38110,"162-164 High Street, Rayleigh, Essex, SS6 7BS, England","WELLS, Leslie (Age: 61)",ltd,Not available,"£101,321,386.58",Not available,Waste Management,GB15125072
12728367,AJG WASTE SOLUTIONS LTD,active,2020-07-08,38210,"C/O Johnson And Co Accountants Ltd, 9 New Cheveley Road, Newmarket, Suffolk, CB8 8BG, England","GOODE, Andrew John (Age: 62)",ltd,Not available,"£53,226,554.53",Not available,Waste Management,GB12728367
5692579,A J PAIN WASTE MANAGEMENT LTD,active,2006-01-31,38110,"163 Herne Hill, London, SE24 9LR, United Kingdom","PAIN, Anthony James (Age: 51)",ltd,Not available,"£4,085,154.32",Not available,Waste Management,GB05692579
8947035,ALAMAR WASTE MANAGEMENT LTD,active,2014-03-19,71129,"Unit B6, Risby Business Park, Newmarket Road, Risby, Bury St. Edmunds, Suffolk, IP28 6RD, England","COPELAND, Alan (Age: 75)",ltd,Not available,"£2,133,260.65",Not available,Waste Management,GB08947035
10610502,ALBANY TOTAL WASTE LIMITED,active,2017-02-09,39000,"12/13 The Crescent, Wisbech, Cambridgeshire, PE13 1EH, United Kingdom","CARVELL, Paul (Age: 64)",ltd,Not available,"£45,591,598.96",Not available,Waste Management,GB10610502
12252922,ALBANY WASTE MANAGEMENT LTD,active,2019-10-09,39000,"57 Southend Road, Grays, RM17 5NL, England","FOX, James (Age: 50); FOX, Margaret (Age: 53)",ltd,Not available,"£128,931,354.45",Not available,Waste Management,GB12252922
14776634,ALCHEMY INTEGRATED WASTE SOLUTIONS LTD,active,2023-04-03,38320,"Cavendish Point, Cavendish Road, Stevenage, SG1 2EU, United Kingdom","GREASBY, Karen Susan (Age: 55); NEWMAN, Philip (Age: 77)",ltd,Not available,"£445,767,488.62",Not available,Waste Management,GB14776634
13214829,ALDERSONS WASTE MANAGEMENT SERVICES LTD,active,2021-02-22,38110,"20-22 Wenlock Road, London, N1 7GU, England","ALDERSON, Ian (Age: 64)",ltd,Not available,"£22,796,839.49",Not available,Waste Management,GB13214829
14897259,ALL-CLEAN WASTE MANAGEMENT LIMITED,active,2023-05-26,38210,"192-194 Alder Road, Poole, BH12 4AX, England","WEBBER, Stephen Mark (Age: 52)",ltd,Not available,"£901,515,330.47",Not available,Waste Management,GB14897259
4656759,ALLENS WASTE DISPOSAL LIMITED,active,2003-02-05,"38310, 77390","21 Balmoral Road, Altrincham, WA15 8HJ, England","ALLEN, David Stanley (Age: 53); ALLEN, Derek (Age: 75); ALLEN, Peter Derek (Age: 50); ALLEN, Christine (Age: 77)",ltd,Not available,"£620,977,672.31",Not available,Waste Management,GB04656759
12322859,ALLERDALE WASTE SERVICES LIMITED,active,2019-11-19,"38110, 45200","Cumberland Council, Allerdale House, New Bridge Road, Workington, CA14 3YJ, England","HOLMES, Charles Christopher William (Age: 55); ROURKE, Richard (Age: 53)",ltd,Not available,"£46,517,454.14",Not available,Waste Management,GB12322859
